source_soil,pH,N_total_mgkg,K_mgkg,habitability_score
Earth,7.238,5.923,1.047,0.7084
Earth,6.982,6.841,4.434,0.7439
Earth,7.06,1.393,10.864,0.5596
Earth,7.355,6.233,2.389,0.7205
Earth,7.02,6.956,13.724,0.7572
Earth,9.19,3.003,4.01,0.1091
Earth,6.741,5.483,3.864,0.6958
Earth,8.074,3.199,3.541,0.4243
Earth,7.731,7.706,1.196,0.6938
Earth,9.447,1.234,11.805,0.055
Earth,6.836,5.059,13.25,0.6903
Earth,7.694,2.166,9.598,0.5209
Earth,9.408,5.986,3.635,0.2131
Earth,9.097,2.231,4.994,0.0831
Earth,8.951,2.648,7.663,0.1166
Earth,7.274,4.461,14.361,0.6705
Earth,7.013,7.404,4.463,0.7636
Earth,8.506,2.482,11.243,0.2628
Earth,9.288,2.01,7.152,0.0775
Earth,8.17,6.313,5.17,0.5027
Earth,8.215,4.504,7.383,0.4268
Earth,7.34,7.382,1.997,0.7604
Earth,8.808,2.026,12.182,0.1469
Earth,7.061,5.521,4.406,0.6977
Earth,7.471,2.63,11.156,0.6032
Earth,7.776,2.097,1.957,0.4833
Earth,8.023,5.784,14.371,0.5425
Earth,7.227,5.156,3.702,0.6842
Earth,6.845,6.284,13.358,0.7333
Earth,8.332,3.166,12.333,0.3459
Earth,7.366,4.136,14.55,0.6593
Earth,8.244,3.838,7.69,0.3941
Earth,6.963,7.889,11.184,0.7873
Earth,7.943,3.046,6.19,0.465
Earth,8.098,3.064,3.581,0.4116
Earth,6.655,3.482,7.203,0.6291
Earth,7.51,4.952,3.32,0.6734
Earth,6.903,2.766,14.749,0.6116
Earth,6.69,7.407,2.347,0.7616
Earth,9.47,2.86,9.249,0.1093
Earth,7.467,7.271,9.77,0.7642
Earth,8.93,1.724,8.533,0.0923
Earth,7.264,5.596,10.271,0.7061
Earth,8.545,7.349,2.627,0.4117
Earth,8.781,2.181,8.77,0.1582
Earth,8.287,7.778,5.021,0.515
Earth,7.915,4.17,14.162,0.5219
Earth,7.736,7.62,11.669,0.6999
Earth,7.547,5.738,14.615,0.6999
Earth,9.289,3.111,1.526,0.1104
Earth,8.992,2.318,4.992,0.0888
Earth,9.395,3.126,3.736,0.1132
Earth,6.873,1.651,1.156,0.5589
Earth,8.693,2.007,4.393,0.1771
Earth,9.315,1.733,10.503,0.0711
Earth,7.044,3.961,4.235,0.6429
Earth,6.699,6.569,8.126,0.738
Earth,8.723,1.99,13.429,0.1753
Earth,8.223,1.912,10.713,0.3365
Earth,9.025,5.504,6.525,0.1992
Earth,6.919,2.38,6.215,0.5895
Earth,8.886,1.683,7.38,0.1044
Earth,7.105,2.168,3.479,0.5794
Earth,6.991,7.466,9.876,0.7712
Earth,6.993,6.75,6.098,0.7424
Earth,8.944,3.478,12.933,0.1534
Earth,8.496,5.591,11.592,0.3754
Earth,8.069,4.761,9.547,0.4864
Earth,7.576,5.74,6.099,0.6815
Earth,9.132,5.779,3.939,0.2062
Earth,7.677,5.401,11.866,0.6418
Earth,8.95,2.863,7.81,0.1247
Earth,7.817,1.273,4.147,0.4429
Earth,7.631,4.189,3.732,0.6067
Earth,7.888,7.237,3.316,0.6273
Earth,7.404,4.986,11.88,0.6864
Earth,8.743,6.827,4.206,0.3289
Earth,8.008,7.941,8.373,0.6169
Earth,7.197,2.145,7.322,0.5824
Earth,9.199,5.842,9.115,0.2136
Earth,7.652,5.72,13.28,0.6629
Earth,8.131,7.86,13.148,0.578
Earth,9.219,7.899,7.315,0.2838
Earth,8.373,5.807,1.215,0.4135
Earth,6.851,2.705,6.97,0.6017
Earth,9.319,6.59,9.487,0.2401
Earth,8.383,1.749,8.809,0.2757
Earth,7.505,6.465,10.119,0.7348
Earth,6.918,7.371,3.157,0.7612
Earth,8.882,3.68,10.051,0.1782
Earth,8.36,5.414,3.557,0.4063
Earth,8.1,4.011,11.507,0.4518
Earth,9.182,4.064,5.747,0.148
Earth,8.866,3.173,10.939,0.1667
Earth,6.955,6.335,1.67,0.7234
Earth,7.435,7.553,6.71,0.7711
Earth,7.245,7.585,10.87,0.7764
Earth,8.732,2.223,4.176,0.1714
Earth,6.601,7.123,12.134,0.7614
Earth,8.21,6.162,9.831,0.4889
Earth,8.787,2.77,9.226,0.177
Earth,9.13,1.471,5.95,0.0574
Earth,7.526,2.876,7.754,0.5997
Earth,8.964,7.385,9.363,0.2799
Earth,6.832,5.432,7.614,0.6977
Earth,9.039,6.047,10.776,0.2224
Earth,6.882,2.8,7.072,0.6051
Earth,7.692,6.036,3.832,0.6511
Earth,8.892,1.197,3.995,0.0819
Earth,6.95,3.627,1.081,0.628
Earth,7.188,5.387,5.213,0.6938
Earth,8.667,2.023,11.485,0.1934
Earth,8.66,6.761,12.118,0.3621
Earth,8.423,2.645,3.835,0.2886
Earth,8.582,5.566,14.427,0.3486
Earth,8.128,3.836,8.034,0.4329
Earth,7.255,5.172,13.838,0.6949
Earth,7.537,1.752,10.895,0.5599
Earth,7.045,1.118,11.114,0.5503
Earth,9.225,7.367,2.191,0.26
Earth,8.25,2.887,4.08,0.3551
Earth,7.703,6.738,1.123,0.6694
Earth,7.886,7.995,11.026,0.6622
Earth,9.342,2.48,5.822,0.0926
Earth,6.96,2.856,12.013,0.612
Earth,8.259,5.64,5.745,0.4502
Earth,8.018,7.758,12.471,0.6115
Earth,8.334,7.411,2.83,0.4841
Earth,6.554,4.52,3.427,0.6616
Earth,9.116,6.566,5.772,0.2356
Earth,9.296,1.95,6.719,0.075
Earth,8.195,7.842,5.882,0.5486
Earth,8.59,7.75,11.691,0.4196
Earth,9.267,2.146,2.357,0.0775
Earth,8.622,3.096,5.917,0.2404
Earth,6.958,1.701,12.721,0.5723
Earth,8.229,2.902,1.935,0.3606
Earth,8.32,6.712,14.193,0.4757
Earth,7.772,3.648,14.808,0.5517
Earth,8.709,1.619,2.24,0.1558
Earth,9.303,3.396,5.078,0.1239
Earth,9.277,7.87,6.214,0.2817
Earth,7.853,5.408,11.869,0.5836
Earth,6.84,3.913,9.343,0.6463
Earth,9.455,2.166,10.021,0.0858
Earth,9.017,7.903,11.605,0.2882
Earth,6.874,6.746,2.652,0.7388
Earth,9.263,2.97,12.665,0.1166
Earth,9.11,1.49,10.879,0.063
Earth,8.057,1.396,9.083,0.3725
Earth,8.274,1.843,13.456,0.32
Earth,7.697,5.065,10.804,0.6224
Earth,6.664,7.501,3.824,0.7664
Earth,7.506,4.477,7.016,0.6619
Earth,8.909,6.901,7.917,0.2799
Earth,6.514,4.121,1.773,0.646
Earth,7.5,5.96,14.365,0.7228
Earth,7.695,6.123,2.8,0.6523
Earth,8.112,2.218,10.764,0.3843
Earth,9.26,3.529,8.087,0.1316
Earth,7.539,5.461,1.359,0.6795
Earth,7.541,1.495,13.946,0.5526
Earth,8.713,3.531,12.926,0.2323
Earth,7.857,4.744,8.34,0.5555
Earth,7.174,7.974,4.205,0.7833
Earth,7.857,4.322,2.703,0.5349
Earth,6.923,6.712,6.087,0.741
Earth,7.029,4.024,4.576,0.6454
Earth,7.995,6.575,8.094,0.5732
Earth,7.757,5.168,14.53,0.6098
Earth,9.245,7.206,9.049,0.2613
Earth,7.587,3.877,13.459,0.6201
Earth,8.242,5.23,10.112,0.4459
Earth,8.397,5.41,7.653,0.3981
Earth,6.539,3.922,12.965,0.6502
Earth,8.491,2.01,7.599,0.2478
Earth,7.034,1.655,13.161,0.5711
Earth,9.383,1.117,5.082,0.0442
Earth,6.946,7.115,2.803,0.7518
Earth,7.744,2.655,12.974,0.5246
Earth,6.756,2.481,9.224,0.596
Earth,9.491,6.152,13.447,0.2288
Earth,8.007,3.24,14.13,0.4587
Earth,8.286,4.542,1.751,0.3987
Earth,6.701,2.138,8.014,0.5828
Earth,8.75,7.718,6.25,0.3598
Earth,7.13,6.961,9.762,0.7534
Earth,9.194,7.047,12.11,0.2587
Earth,7.115,3.847,4.928,0.6396
Earth,7.072,6.337,8.795,0.7306
Earth,6.61,2.007,10.922,0.5812
Earth,7.916,1.06,2.882,0.4013
Earth,8.195,1.14,12.397,0.3208
Earth,6.697,5.106,9.486,0.6882
Earth,8.827,4.188,14.294,0.2187
Earth,7.86,4.626,5.753,0.5477
Earth,8.073,1.052,2.514,0.3483
Earth,7.822,3.959,8.091,0.5392
Earth,7.702,6.026,2.201,0.6457
Earth,8.179,4.099,14.573,0.4317
Earth,6.966,6.126,1.542,0.7159
Earth,7.046,2.631,11.549,0.6036
Earth,9.085,6.692,8.351,0.2426
Earth,9.338,5.119,6.161,0.1853
Earth,7.62,2.475,1.922,0.5486
Earth,7.312,2.657,9.71,0.6027
Earth,8.432,5.396,9.193,0.3874
Earth,7.726,6.81,4.932,0.6679
Earth,6.576,3.909,13.743,0.6506
Earth,6.968,2.808,5.258,0.6035
Earth,8.648,7.069,7.296,0.3721
Earth,8.477,5.685,8.613,0.382
Earth,6.581,4.137,2.403,0.6472
Earth,7.166,4.415,14.05,0.6686
Earth,7.193,2.43,6.244,0.5913
Earth,8.516,5.388,2.131,0.3521
Earth,6.559,3.511,6.422,0.6293
Earth,6.812,7.97,9.403,0.7883
Earth,8.9,4.361,8.191,0.1943
Earth,7.036,4.401,10.724,0.6648
Earth,8.458,4.961,1.777,0.356
Earth,7.215,7.417,4.984,0.7646
Earth,6.798,6.606,12.469,0.7437
Earth,7.23,4.158,2.119,0.6476
Earth,8.667,6.031,12.977,0.3351
Earth,9.067,5.104,2.287,0.1809
Earth,8.991,4.447,12.682,0.1714
Earth,7.692,2.346,6.051,0.5243
Earth,8.504,4.248,9.571,0.3235
Earth,7.115,2.721,3.14,0.5984
Earth,7.379,7.404,1.926,0.7611
Earth,9.189,3.348,4.023,0.1212
Earth,6.539,7.666,2.79,0.7711
Earth,6.757,4.731,5.374,0.671
Earth,7.124,5.421,8.201,0.6979
Earth,6.58,4.801,9.243,0.6773
Earth,7.044,1.906,12.058,0.5788
Earth,8.249,3.631,10.187,0.3876
Earth,7.764,1.694,9.523,0.4807
Earth,9.178,5.361,6.765,0.1944
Earth,8.952,4.128,7.633,0.168
Earth,7.525,6.446,6.803,0.7239
Earth,7.278,2.543,12.79,0.6018
Earth,7.639,2.152,4.22,0.5332
Earth,8.271,3.844,1.08,0.3787
Earth,7.304,7.486,10.118,0.7721
Earth,8.372,5.973,3.834,0.4221
Earth,7.728,3.932,13.462,0.575
Earth,8.156,4.621,13.027,0.456
Earth,7.808,1.589,2.074,0.4549
Earth,7.383,7.892,2.489,0.7787
Earth,9.345,5.665,7.932,0.2062
Earth,8.791,2.998,9.529,0.1842
Earth,6.92,5.101,4.849,0.6834
Earth,9.105,1.766,11.035,0.0729
Earth,7.962,7.761,9.329,0.6269
Earth,9.184,2.223,5.548,0.0834
Earth,8.9,5.536,1.355,0.2286
Earth,7.776,2.718,11.502,0.5148
Earth,6.567,6.023,4.007,0.7148
Earth,7.306,6.438,12.683,0.738
Earth,8.125,5.714,6.884,0.4986
Earth,8.4,5.301,9.079,0.3945
Earth,7.274,7.247,13.221,0.7669
Earth,6.918,1.55,13.091,0.5674
Earth,9.005,3.316,6.201,0.1223
Earth,9.453,2.738,3.924,0.0998
Earth,8.077,7.916,11.852,0.5966
Earth,7.015,3.726,7.063,0.6375
Earth,7.317,6.128,3.689,0.7182
Earth,6.555,5.793,13.662,0.7164
Earth,9.243,2.485,3.773,0.0907
Earth,6.853,2.673,1.361,0.5949
Earth,8.23,2.969,1.284,0.362
Earth,7.322,3.878,9.712,0.6454
Earth,8.163,2.64,10.263,0.3818
Earth,8.454,1.138,5.355,0.2271
Earth,8.989,7.156,5.48,0.2595
Earth,7.119,7.759,5.753,0.7773
Earth,6.533,3.391,10.522,0.6292
Earth,6.911,3.37,1.814,0.6197
Earth,9.2,1.05,14.008,0.0507
Earth,9.122,5.762,4.115,0.2058
Earth,8.292,6.778,14.995,0.4881
Earth,8.302,2.026,3.401,0.3071
Earth,8.495,2.118,11.802,0.2542
Earth,7.026,6.531,4.128,0.7327
Earth,9.243,5.314,2.132,0.1881
Earth,7.756,1.314,13.249,0.4738
Earth,7.649,5.358,13.023,0.6507
Earth,8.057,3.162,6.65,0.4318
Earth,6.641,3.581,10.834,0.6362
Earth,6.999,6.388,8.799,0.7324
Earth,8.714,6.677,12.941,0.3419
Earth,6.748,3.802,5.411,0.6385
Earth,8.309,7.63,8.331,0.5056
Earth,7.236,3.845,7.795,0.6424
Earth,7.668,6.403,5.955,0.6741
Earth,7.366,4.387,13.48,0.667
Earth,7.567,7.283,3.322,0.7359
Earth,8.657,7.354,3.093,0.3748
Earth,7.391,1.612,9.077,0.5655
Earth,8.199,7.555,10.205,0.5416
Earth,7.928,6.779,3.725,0.5983
Earth,8.491,6.539,6.47,0.405
Earth,9.31,2.406,14.252,0.0985
Earth,8.698,6.636,4.453,0.3375
Earth,7.145,6.951,10.357,0.7536
Earth,6.594,3.024,11.362,0.6172
Earth,7.287,7.666,7.274,0.7756
Earth,8.285,1.349,14.125,0.2996
Earth,6.654,2.049,11.313,0.583
Earth,7.989,4.763,7.411,0.5111
Earth,8.291,5.031,8.971,0.4215
Earth,7.503,5.516,10.697,0.7028
Earth,8.813,1.119,9.291,0.1109
Earth,6.82,7.723,13.302,0.7836
Earth,6.725,1.312,5.996,0.5519
Earth,8.685,2.001,5.198,0.1804
Earth,7.986,1.098,3.994,0.3803
Earth,8.565,4.968,1.529,0.3203
Earth,7.804,7.526,1.602,0.6635
Earth,7.239,5.662,13.181,0.7113
Earth,8.957,6.759,10.498,0.2613
Earth,8.898,1.093,10.247,0.0824
Earth,8.584,4.794,9.605,0.316
Earth,7.316,4.217,12.889,0.6605
Earth,8.271,4.493,7.724,0.4081
Earth,7.583,1.505,13.186,0.5382
Earth,6.775,5.791,6.032,0.7087
Earth,9.252,4.523,13.974,0.1723
Earth,6.91,6.356,10.781,0.7332
Earth,9.351,4.397,4.6,0.1585
Earth,7.838,2.046,8.897,0.4678
Earth,7.055,5.538,8.462,0.7023
Earth,8.126,2.207,2.931,0.3716
Earth,9.119,7.107,9.277,0.258
Earth,8.697,5.292,5.407,0.2917
Earth,8.92,2.1,1.733,0.102
Earth,8.476,7.736,14.281,0.4596
Earth,8.577,4.629,9.981,0.313
Earth,9.048,1.51,13.277,0.0661
Earth,7.249,5.388,10.465,0.699
Earth,7.968,2.772,5.998,0.4469
Earth,7.164,6.626,8.178,0.7401
Earth,9.463,6.725,10.46,0.2458
Earth,9.332,7.853,14.444,0.2893
Earth,6.618,4.513,4.551,0.6625
Earth,8.617,4.185,13.25,0.2875
Earth,9.276,6.274,13.937,0.2335
Earth,7.042,1.927,10.386,0.5778
Earth,8.204,4.828,14.038,0.4484
Earth,9.246,4.824,6.57,0.1754
Earth,6.602,1.626,14.342,0.5713
Earth,8.592,3.926,10.839,0.2842
Earth,7.392,6.973,1.588,0.7456
Earth,9.273,6.993,13.696,0.2585
Earth,9.413,1.695,7.783,0.0671
Earth,9.333,1.635,7.445,0.0647
Earth,7.923,2.839,8.931,0.4674
Earth,9.086,7.123,3.091,0.2524
Earth,9.034,1.902,7.568,0.0741
Earth,7.457,6.04,12.636,0.724
Earth,8.987,1.708,1.217,0.0654
Earth,6.611,5.362,4.821,0.6925
Earth,8.289,3.492,1.034,0.3603
Earth,7.19,6.522,6.82,0.7351
Earth,6.862,2.636,11.196,0.6035
Earth,6.731,5.474,12.183,0.7038
Earth,8.589,2.65,14.233,0.244
Earth,7.52,5.996,9.519,0.7128
Earth,8.674,7.116,4.565,0.3622
Earth,6.696,1.888,13.938,0.58
Earth,7.446,7.066,11.854,0.7592
Earth,8.118,5.155,9.042,0.4833
Earth,8.872,1.89,10.739,0.1195
Earth,7.456,3.993,13.94,0.6537
Earth,8.378,2.126,10.974,0.2928
Earth,9.158,5.902,6.157,0.2127
Earth,8.348,6.312,10.982,0.4494
Earth,7.199,1.741,1.564,0.5625
Earth,6.573,4.543,6.41,0.6654
Earth,9.11,6.702,6.689,0.2413
Earth,6.564,7.553,3.336,0.7677
Earth,9.124,4.595,1.323,0.1621
Earth,8.087,7.652,2.867,0.5751
Earth,9.317,4.75,10.165,0.1764
Earth,8.896,3.759,12.232,0.1784
Earth,9.494,6.937,14.835,0.2576
Earth,7.552,4.451,5.849,0.6443
Earth,8.802,4.303,9.391,0.2262
Earth,7.706,4.432,14.12,0.6006
Earth,7.94,6.927,3.339,0.5993
Earth,8.383,6.824,11.047,0.4557
Earth,9.121,3.825,11.57,0.1454
Earth,9.452,3.333,2.246,0.1189
Earth,8.805,4.443,13.057,0.2336
Earth,7.753,5.009,12.383,0.6033
Earth,7.764,2.668,1.468,0.5068
Earth,8.713,6.558,2.275,0.3275
Earth,7.216,4.405,1.688,0.6559
Earth,6.831,3.338,5.686,0.6225
Earth,7.564,1.748,8.13,0.548
Earth,7.362,2.672,8.453,0.602
Earth,7.389,7.645,4.747,0.7723
Earth,7.201,3.136,13.762,0.6235
Earth,6.626,2.182,6.156,0.5825
Earth,6.554,4.225,1.638,0.6495
Earth,9.463,3.15,5.203,0.1154
Earth,7.783,1.246,8.436,0.4576
Earth,7.653,3.262,6.715,0.5699
Earth,8.539,4.809,4.834,0.3268
Earth,7.155,4.862,2.839,0.673
Earth,9.35,3.496,12.468,0.1348
Earth,8.859,4.131,14.946,0.2065
Earth,6.768,7.759,5.614,0.7772
Earth,7.753,3.641,6.343,0.5495
Earth,9.137,2.808,9.653,0.1079
Earth,9.334,2.704,11.058,0.1057
Earth,7.902,4.204,6.488,0.5196
Earth,8.34,6.317,13.669,0.4547
Earth,7.001,2.442,8.84,0.5943
Earth,9.474,5.965,7.305,0.2161
Earth,7.195,1.148,10.053,0.5502
Earth,9.328,3.933,14.339,0.152
Earth,8.449,6.431,12.124,0.4209
Earth,8.323,3.371,1.56,0.3451
Earth,8.038,4.946,5.652,0.4994
Earth,7.192,2.435,7.588,0.5928
Earth,7.03,6.194,5.403,0.7222
Earth,7.161,1.366,10.803,0.5586
Earth,7.059,6.968,12.568,0.7564
Earth,8.839,2.387,11.239,0.1485
Earth,7.55,7.121,14.851,0.7473
Earth,6.674,3.468,4.816,0.6262
Earth,9.407,6.059,13.25,0.2253
Earth,9.151,3.235,11.733,0.1249
Earth,9.283,7.341,6.071,0.263
Earth,9.485,1.886,11.278,0.0773
Earth,7.022,2.25,2.457,0.5812
Earth,7.689,4.451,12.051,0.6049
Earth,8.775,1.574,8.453,0.1386
Earth,8.588,2.372,5.092,0.2254
Earth,6.962,7.606,10.181,0.7764
Earth,8.947,7.835,9.983,0.3017
Earth,7.173,3.634,3.933,0.6311
Earth,7.171,7.463,1.426,0.7626
Earth,8.111,4.814,7.071,0.4719
Earth,8.279,2.888,8.973,0.3505
Earth,8.24,5.917,13.272,0.4736
Earth,6.774,5.612,13.995,0.7104
Earth,9.132,7.924,8.403,0.2857
Earth,7.297,2.855,11.553,0.6115
Earth,6.889,5.704,7.15,0.7068
Earth,9.166,1.364,11.445,0.0592
Earth,9.367,1.796,3.867,0.0667
Earth,9.086,1.027,6.195,0.0422
Earth,8.929,7.996,9.879,0.3136
Earth,8.466,6.616,1.254,0.4109
Earth,8.153,6.507,11.114,0.5213
Earth,6.761,4.568,12.697,0.6726
Earth,7.725,3.1,6.588,0.54
Earth,7.618,2.059,7.271,0.54
Earth,7.279,2.993,12.918,0.6177
Earth,8.67,3.632,11.859,0.2489
Earth,7.988,6.294,5.034,0.5628
Earth,6.743,4.778,5.536,0.6728
Earth,7.161,1.542,10.504,0.5645
Earth,8.55,1.126,8.885,0.1984
Earth,6.728,1.716,3.271,0.5633
Earth,9.054,3.873,5.339,0.1409
Earth,7.985,7.532,13.6,0.6154
Earth,7.942,5.462,10.634,0.5545
Earth,8.277,6.613,14.804,0.4872
Earth,8.974,4.265,11.738,0.1697
Earth,7.543,3.532,14.188,0.6233
Earth,8.534,1.759,4.027,0.2209
Earth,8.197,7.132,11.801,0.529
Earth,7.301,6.482,1.283,0.7282
Earth,9.136,2.177,10.391,0.0866
Earth,8.892,4.586,7.57,0.204
Earth,8.475,4.412,5.855,0.3351
Earth,9.052,5.376,13.074,0.2012
Earth,9.102,7.623,12.96,0.2798
Earth,8.625,5.058,1.312,0.3033
Earth,9.011,4.782,9.533,0.1769
Earth,8.592,1.352,6.15,0.1893
Earth,8.54,1.44,6.819,0.2104
Earth,8.356,2.311,12.649,0.3083
Earth,8.758,1.227,5.338,0.1289
Earth,6.976,6.203,14.203,0.7313
Earth,9.143,6.063,3.515,0.2157
Earth,9.116,1.952,10.278,0.0786
Earth,6.588,6.853,10.409,0.7502
Earth,8.977,2.084,4.531,0.085
Earth,6.887,3.108,5.547,0.6143
Earth,7.505,2.743,12.687,0.6069
Earth,8.731,3.606,11.665,0.2277
Earth,6.982,2.783,5.607,0.603
Earth,8.954,4.423,8.475,0.1786
Earth,8.996,3.852,1.864,0.1379
Earth,8.022,7.906,3.922,0.6065
Earth,6.519,1.391,7.801,0.5565
Earth,7.361,1.995,2.204,0.572
Earth,8.351,1.37,12.807,0.2772
Earth,9.444,5.381,11.052,0.1994
Earth,8.395,1.382,14.211,0.2641
Earth,7.279,6.855,10.709,0.7506
Earth,8.402,4.584,14.166,0.3739
Earth,8.12,4.689,8.763,0.4662
Earth,8.84,4.931,9.403,0.2355
Earth,6.821,2.196,14.678,0.5915
Earth,8.783,2.384,9.99,0.1657
Earth,8.124,3.232,1.431,0.4066
Earth,9.389,5.154,11.133,0.1915
Earth,7.526,2.471,13.677,0.5916
Earth,8.398,1.814,12.138,0.2764
Earth,9.296,7.791,9.174,0.2819
Earth,6.808,1.154,10.398,0.5508
Earth,9.312,6.619,14.863,0.2465
Earth,8.564,6.516,2.269,0.3758
Earth,6.704,3.08,10.341,0.6182
Earth,7.403,1.949,4.968,0.5732
Earth,8.625,2.019,9.961,0.2058
Earth,6.702,5.882,9.507,0.7154
Earth,8.247,5.5,3.148,0.4468
Earth,7.538,6.479,3.894,0.7181
Earth,8.363,7.562,9.703,0.4868
Earth,6.637,5.843,2.795,0.7073
Earth,9.115,2.091,4.713,0.0779
Earth,9.42,2.704,12.693,0.1073
Earth,9.407,6.895,5.579,0.2469
Earth,8.749,2.465,7.833,0.1778
Earth,6.89,1.508,14.176,0.5669
Earth,8.775,5.923,4.18,0.2866
Earth,6.574,3.818,6.455,0.6401
Earth,6.566,7.44,9.49,0.7699
Earth,7.471,5.552,11.575,0.7059
Earth,7.966,1.633,13.623,0.4155
Earth,8.811,7.635,13.817,0.344
Earth,8.55,2.81,11.873,0.2603
Earth,7.838,3.36,4.197,0.5092
Earth,7.321,3.816,1.347,0.6349
Earth,9.491,1.359,6.373,0.0539
Earth,7.779,4.476,2.982,0.5668
Earth,7.854,1.863,10.945,0.4581
Earth,6.991,3.807,10.256,0.6435
Earth,8.884,3.455,1.616,0.1611
Earth,8.581,6.41,12.712,0.3767
Earth,7.162,6.622,4.482,0.7363
Earth,6.747,2.074,7.051,0.5796
Earth,8.541,3.566,10.351,0.288
Earth,8.464,3.613,7.012,0.3123
Earth,7.32,2.06,7.178,0.5793
Earth,9.353,6.589,1.919,0.2325
Earth,6.953,5.951,6.62,0.7149
Earth,7.797,2.333,11.708,0.4943
Earth,9.331,3.567,13.812,0.1387
Earth,7.759,1.741,6.789,0.4813
Earth,8.416,5.397,6.93,0.3906
Earth,7.693,1.85,10.837,0.5113
Earth,7.323,7.902,14.199,0.7908
Earth,9.452,6.465,4.739,0.231
Earth,7.728,3.732,7.162,0.5618
Earth,9.182,5.05,12.144,0.1889
Earth,7.19,7.379,9.536,0.7678
Earth,7.139,4.879,2.548,0.6733
Earth,6.593,2.221,9.788,0.5875
Earth,8.455,3.651,3.614,0.3131
Earth,7.606,6.902,8.143,0.7145
Earth,9.093,5.509,8.407,0.2012
Earth,7.92,5.555,13.267,0.5678
Earth,9.405,7.068,7.475,0.2548
Earth,7.057,7.258,4.912,0.7589
Earth,9.106,7.439,4.234,0.2646
Earth,8.83,1.664,13.24,0.1282
Earth,8.813,4.809,3.394,0.2341
Earth,9.034,6.184,6.962,0.2234
Earth,8.783,6.298,3.62,0.2964
Earth,8.379,5.247,11.826,0.4026
Earth,6.894,2.168,7.641,0.5835
Earth,6.598,6.582,5.916,0.7363
Earth,9.263,6.041,6.055,0.2175
Earth,8.35,1.603,12.931,0.2857
Earth,8.89,4.247,8.753,0.1942
Earth,7.945,2.218,11.05,0.4405
Earth,6.852,3.362,13.559,0.6312
Earth,6.876,1.127,13.624,0.5531
Earth,8.557,3.802,5.599,0.2864
Earth,7.791,4.849,14.334,0.5871
Earth,7.102,5.337,1.348,0.6881
Earth,7.975,5.644,6.276,0.5456
Earth,6.693,6.854,13.541,0.7534
Earth,8.246,2.508,4.845,0.344
Earth,7.307,1.843,4.823,0.5693
Earth,8.893,6.961,5.237,0.2846
Earth,7.431,2.096,9.572,0.5829
Earth,7.866,7.823,7.137,0.6591
Earth,6.535,6.898,11.174,0.7526
Earth,6.717,4.506,13.529,0.6712
Earth,7.677,7.87,10.439,0.7267
Earth,7.94,1.682,3.863,0.4161
Earth,8.3,3.121,14.058,0.3566
Earth,7.375,5.468,4.703,0.6961
Earth,8.585,3.45,3.099,0.2622
Earth,9.08,7.499,2.26,0.2647
Earth,8.84,1.459,8.887,0.1134
Earth,6.619,4.846,2.593,0.6722
Earth,7.942,5.136,2.943,0.5355
Earth,6.815,5.569,5.2,0.7001
Earth,7.226,2.79,4.943,0.6026
Earth,9.46,3.552,9.459,0.1338
Earth,6.927,6.906,12.434,0.7541
Earth,7.997,2.365,11.659,0.4289
Earth,8.354,6.788,4.675,0.4574
Earth,8.607,4.939,4.434,0.3082
Earth,8.179,6.335,14.521,0.5099
Earth,6.529,5.995,1.115,0.7109
Earth,7.479,2.453,13.316,0.5992
Earth,8.053,4.982,3.796,0.4938
Earth,6.764,7.074,14.262,0.7619
Earth,7.552,4.025,5.792,0.6294
Earth,6.6,7.766,7.165,0.779
Earth,6.736,4.166,10.9,0.6567
Earth,7.691,1.999,9.227,0.5156
Earth,6.898,3.726,5.451,0.6359
Earth,8.203,7.662,8.754,0.5427
Earth,8.568,3.238,11.23,0.2684
Earth,8.902,7.077,1.593,0.282
Earth,7.1,7.169,1.157,0.7521
Earth,7.002,3.451,7.413,0.6282
Earth,6.814,1.583,2.846,0.5582
Earth,8.409,6.072,10.301,0.4197
Earth,8.619,3.181,3.997,0.2422
Earth,6.595,6.48,7.06,0.7339
Earth,9.309,4.099,3.767,0.1472
Earth,6.656,4.397,8.679,0.6626
Earth,8.124,6.445,2.625,0.5202
Earth,8.627,3.677,1.323,0.2543
Earth,9.113,4.102,1.716,0.1453
Earth,8.642,3.633,14.36,0.2608
Earth,8.905,3.571,2.992,0.1596
Earth,7.518,4.682,10.919,0.6687
Earth,8.944,6.662,1.951,0.2536
Earth,6.74,3.532,2.514,0.6261
Earth,9.184,4.67,8.124,0.1716
Earth,8.143,5.695,7.508,0.4926
Earth,8.952,2.886,14.322,0.1314
Earth,7.857,2.943,14.228,0.4982
Earth,8.431,7.534,11.915,0.4654
Earth,8.079,6.065,9.429,0.5286
Earth,8.695,5.04,7.369,0.2855
Earth,6.745,5.534,5.986,0.6997
Earth,6.681,1.205,14.259,0.5564
Earth,7.241,5.327,9.441,0.6959
Earth,6.979,4.567,9.107,0.6689
Earth,9.115,4.82,4.247,0.173
Earth,7.158,3.516,1.654,0.6247
Earth,9.428,1.57,14.233,0.0692
Earth,7.511,2.353,5.392,0.5842
Earth,7.046,7.655,7.196,0.7751
Earth,8.869,3.861,2.605,0.1814
Earth,8.476,4.267,12.717,0.3367
Earth,7.995,1.369,1.387,0.3844
Earth,8.166,1.263,12.676,0.3348
Earth,8.658,6.02,2.964,0.3278
Earth,7.185,4.767,13.412,0.6802
